,rid,text,food,ambience,service,price
1000,2380,"Restoran jawa paling mantap di bintaro. Harga, rasa, ambience, dan pelayanannya top notch. Pesen sop buntut sama empal komplit waktu kesini, enak banget!",POSITIVE,POSITIVE,POSITIVE,POSITIVE
1001,1722,"Kelucuan kelebihan donat.Saya tidak ingin memakannya, saya hanya ingin melihat dan menyentuhnya.Penghitung pada Summarecon sangat kecil dan banyak jenis donat terjual habis.",POSITIVE,,,
1002,748,Kwetiau goreng nya bau apek. Tidak enak. Daging sapi nya agak keras. Mohon diperbaiki kualitas nya.,NEGATIVE,,,
1003,2895,"Pelayanannya sangat lambat, saya memesan hampir satu jam tidak diantar, saya sungguh kecewa pada kinerja karyawan yg ada di mie tarik laiker central park ini",,,NEGATIVE,
1004,102,"Greentea tidak pernah gagal memikatku.Sebagai pecinta Greentea / Matcha, saya selalu tertarik untuk mencoba varian pencuci mulut Matcha, seperti kue, minuman, puding, roti, es krim, dan banyak lagi.Kali ini, ketika saya datang ke lemon cake, toko roti di Kelapa Gading, saya melihat kue 'hijau' kecil ini ada di layar.Itu adalah kue Greentea dan harganya sekitar Rp 17.000 jika saya tidak salah.Itu harga cukup rendah untuk kue.Kue Slice Greentea memiliki beberapa lapisan.Lapisan pertama (dari bawah) adalah kue Greenta dilanjutkan dengan lapisan ungu yang merupakan kombinasi kue dan Chewy Mochi dengan kacang merah.Dan di atas lapisan ditutupi oleh krim dengan taburan Matcha.Sebenarnya, rasa Matcha tidak terlalu 'dalam'.Bagi saya, dengan harga murah itu, layak untuk mendapatkan kue ini.Jika Anda berharap lebih sesuai dengan rasa, saya pikir kue dari yang lain dengan harga yang lebih tinggi mungkin cocok untuk Anda.Secara keseluruhan, Lemon Cakery menawarkan roti yang cukup baik.Setiap hari di atas 8 pm, mereka akan menawarkan 20% untuk produk.",POSITIVE,,,POSITIVE
1005,1835,"Pernah ke sana sekali, dan mungkin tidak untuk nanti.Layanan baik, hanya butuh waktu nyata dalam menyajikan makanan.Saya memesan cappuccino dan wedges.Kentang itu terlalu asin dan cappuccino, saya lebih suka memilih kopi nescafe dari yang satu ini.Bagian yang baik dari kafe ini adalah, lebih murah untuk makanan daripada kafe lainnya.Dua menu dan saya menghabiskan sekitar 50k",NEGATIVE,,,POSITIVE
1006,3400,"I love BQ very much!! Kalo urusan bake bread plus ice cream slalu kesini biarpun agak pricy tp ttep ga mengecewakan I was here three times or more! Kesini slalu pesen baked bread yg dikasih ice cream diatasnya plus mapple syrup Untuk minumannya, semuanya okeh! Apalg yg tropical fruit Tempat nya enak cute dalem nya. Tp utk smooking room nya agak panas, tp boleh minta sm mba nya digeser ac nya biar nyorot ke kita Pelayanan super duper ramah Sayang nya agak lama baked bread nya Tp still be my favourite place :)",POSITIVE,POSITIVE,POSITIVE,POSITIVE
1007,2803,"Tom yam nya enak, special beefnya enak. Dua pake ini total cuma 180rb doang, gile murah bangettt dan rasanya enak! Ga nyangka sih di tempat gini ada resto endesss",POSITIVE,,,POSITIVE
1008,4097,"Burgernya lucu, enak, tempatnya bersih, respon cepat, wifi super kueeennnnceeengg, pegawainya asik. Harganya rata-rata deh, cukup murah untuk kantong pelajar dan mahasiswa dibanding tongkrongan di sekitarnya",POSITIVE,,POSITIVE,POSITIVE
1009,3233,"Udah lama bgt sebenernya pgn ke sini karna dari luar aja udah keliatan konsep yg ga biasa dari sebuah coffee shop. Gue ke sini pas weekday jd ngga terlalu rame dan pas bgt baru buka jd dapet spot yg di dalem (no smoking area-ac). Karna gue ga bisa lama2 jadi gue mesen buat take away home, yaitu: Spinach lasagna roll& sebastian's mushroom. Lasagnanya enak krn ada mozarella cheese yg melted gt tapi dough lasagnanya menurut gue terlalu tebel. Trus buat mushroomnya enak bgt di makan brg sama salad and mayonaisenya. Overall secara packingnya aja udah keren bgt! Ga rugi deh nyoba makan di sini cuz definetly i will come back here:)",POSITIVE,POSITIVE,,
1010,1209,"Loveeee the atmosphere! Interiornya cantik dan byk spot buat fotonya hehe. Makanannya enak2... kmrn pesen gurame goreng rica-rica, sayur asem iga, perkedel jagung, sm popiah. Semua makanannya porsinya gede bisa buat sharing. Pelayanannya juga bagus bgt. Tp dari segi harga lumayan mahal sih.. yaa sebading lah sm ambience dan pelayanan yg didapet. Will definitely come back again soon!",POSITIVE,POSITIVE,POSITIVE,NEGATIVE
1011,1077,"Layanan yang baik dan ramah!Diberi gulungan freebie!Tempat cukup baik untuk dipanggil pulang.Cukup layak untuk tinggal di sekitar juga!Tidak ada musik selama kunjungan saya jadi tidak meningkatkan suasana hati saya!Jadi saya memesan Salmon Mentai dan Scallop Roll untuk melihat apakah kualitasnya cocok dengan harga mereka.Harganya sangat terjangkau.Tidak akan membakar kantong Anda.Tummy Anda akan tersenyum juga ketika Anda berjalan keluar dari tempat ini.Satu-satunya downside adalah bahwa mereka bermain sedikit terlalu banyak dengan saus mayo untuk kedua gulungan.Itu masih sangat sangat berharga untuk harganya.Akan kembali dan mencoba menu lainnya !!Cheers!, Tempat yang bagus, layanan bagus, harga terjangkau, makanan yang sangat baik .. baru saja cobalah .. Saya memesan gyudon, sushi dan benang sapi untuk makan siang... Artisan sangat lezat. Jatuh cinta dengan mayonaise dan krisis .. !!!dan benang sapi kaya dengan topping .. btw i fortgot untuk mengambil foto untuk artisan n benef benang bcoz saya terlalu lapar 😝😝",POSITIVE,POSITIVE,POSITIVE,POSITIVE
1012,875,"Unsur berpengalaman dalam dunia kuliner bakmi ( sejak tahun 1987 ) sangat terlihat dalam pengolahan bumbu - bumbu sehingga cita rasa kelezatan yang tinggi dapat terasa dalam sajian bakmi khas bangka yang 1 ini... Sama seperti halnya bakmi asal daerah bangka lainnya, ada rasa manis dalam bumbu olahannya dikarenakan memakai kecap manis...selain itu pemakaian daging ( ayam / babi ) cincang untuk daging pelengkapnya selalu menjadi ciri khas semua bakmi bangka... Walaupun belum mendapatkan nilai sempurna tapi 4 bintang kelezatan pantas disematkan untuk bakmi yang memakai nama bakmi alie bangka ini... tirta-lie.blogspot.com",POSITIVE,POSITIVE,,
1013,3547,"Kafe baru di kota!Mencintai suasana yang nyaman, stafnya sangat ramah.Menu di sini bukan hidangan utama, lebih dalam makanan ringan seperti Patisserie (croissant, baguette), kentang goreng, es krim, dll. Harga sangat ramah saku namun makanan yang baik 👌 menu Favo adalah Baguette.",POSITIVE,POSITIVE,POSITIVE,POSITIVE
1014,1857,"Saya telah mendambakan bebek seperti wanita hamil sampai Zomato merekomendasikan tempat ini kepada saya seolah-olah membaca pikiran saya.Bebek renyah, saus sambal gurih, suasana sempurna, pelayan yang baik, apa lagi yang bisa Anda tanyakan?Sempurna 5.0 / 5.0",POSITIVE,POSITIVE,POSITIVE,
1015,2532,"Tempatnya bagus pas buat nongkrong bareng temen,,makanan nya enak,,recommended bgt,,spaghetynya enak,,minumannya jga enak,,buat kumpul keluarga pasti seruuuuu,,,,,,,,",POSITIVE,POSITIVE,,
1016,1744,"Melipir melipir sampelaah di Bakmi Jawa, kesan pertama yg didapat masuk ke restaurant ini old school bgt aura jawanya kuat. Untuk makanan yg saya pesan bakmi goreng campur dan minnya es beras kencur. Pelayanan di sini agak kurang soalnya galak pelayannya hehhehe",,POSITIVE,NEGATIVE,
1017,219,Restoran yang indah di ruang bawah tanah Mulia Hotel diisi dengan seni dan furnitur mewah.Satu dinding adalah jendela lantai ke langit-langit dan memberikan nuansa yang cerah dan lapang pada siang hari.Makanan adalah fusi Asia dan mereka menyajikan beberapa hidangan yang indah dan kreatif.Staf sangat penuh perhatian dan ramah.Besar untuk Sunday Brunch juga,POSITIVE,POSITIVE,POSITIVE,
1018,1067,"Malming paling enakk ke Mall Gandaria City.... Sama temen dan juga pacar 😍 Abis nonton di iMax XXI kita ber 4 lapeer nih pengen makan enak tapi harga nya masuk akal, kebetulan Hongkong Cafe gancy itu posisinya berada di LG dekat dengan lobby taksi (kita ber 4 abis makan kenyang kan Mager tuh) bisa langsung naik taksi balik ke rumah... Ohh iya kita pesen Menu nya yg emang cocok buat Share (Porsi nya lumayan bnyakk cocok buat ber 4) Dim sum nya kita pesen Siomay, isi nya 4 😁 trus kita pesen Beef udon nya.. Lumayan enakk, Nasi goreng special nya enakk banget kok! Ayam dan udang nya juga banyakk hehe Trus kita pesen Chicken steak nya.. Ini gw suka banget!! (Karna gw suka makanan Western kali yaak) 😁 Saus nya berasa.. Mantaap lahh!!! 👍 Sehabis makan kita ditawarin Waiter nya untuk mencoba dessert nya.. Tapi karna uang kita pas-pasan next time deh gw balik lagi buat makan di hongkong cafe gancy !!! Mungkin berduaan sama si Dia aja kali yaak... Hahahaha",POSITIVE,,,
1019,2241,"Makanan enak dan tempat yang bagus untuk digantung.Pergi ke sini sebagian besar pada hari kerja untuk mendapatkan kopi atau makan.Burger menggosok kopi mereka sangat baik.Ayam Jenderal Tyao mereka adalah salah satu favorit saya di sini.Untuk gurun, wafel teh hijau baik-baik saja, dan oh minuman ovomaltine adalah Deliciouso!(agak mahal untuk segelas cokelat).Pelayan yang sangat baik juga, pelayan reguler saya bahkan mengucapkan selamat tinggal kepada saya pada hari terakhirnya di barang-barang Cafe PP karena mereka memindahkannya ke Barang Cafe Lotte Mall.Doakan keberuntungan terbaiknya!",POSITIVE,,POSITIVE,POSITIVE
1020,255,"Udah lama sih kesininya, tapi baru sempet nulis review. Ke Milan udah pernah 2x. Gapernah kecewa! Restoran pizza ini murah dan enak banget! Dijamin gak ngures kantong deh. Buat appetizer saya saranin pesen Potato Pompoms. Itu kayak mini hashbrown pake cheese dip. Recommended banget Pepperoni Cheese pizza sama Cheesy Beef Mashed Potato nya! Kalo Rissoto nya, jangan deh. Tapi yang lain oke banget kok!",POSITIVE,,,POSITIVE
1021,95,"Pnasaran ama resto jepang 1 ini karena ktnya harga sushi nya terjangkau banget. Pas lgi pngen mkan sushi jga di pesen crunchy roll ama pirikara enoki roll. Dan juga teriyaki chicken roll for take away. Suka banget pirikara enoki roll nya dan memang harganya terjangkau banget dan service nya oke banged. Ocha nya pun free dan bisa refill. The place is cozy and comfortable. Surely will come to try their matcha desserts, look so yummy xD",POSITIVE,POSITIVE,POSITIVE,POSITIVE
1022,2345,"Barusan makan di sini, pesen mandi lahm yang katanya enak banget dan banyak banget, but well, false advertisement sodara2, katanya aja ternyata, lambnya amis bgt, porsinya juga standard, gak sebanyak itu, sausnya yg merah agak basi ya, asemnya ga seger😢 maroko tea nya disajikan tanpa nampan dan gelasnya basah baru dicuci😢 dan lagi pelayannya kebanyakan ngobrol or sibuk nonton film yg lagi tayang di tr*ns tv jd semua orang pada treak2an manggil pelayan😢 Tempatnya gak gitu bersih jg sih di non smoking area, sakin kecewanya jauh2 ke jakpus sampe ga pengin ngeluarin hp buat foto, bawaannya pengin cpt2 pulang.",NEGATIVE,,,
1023,2113,Esnya boleh laaa enak. Tapi makanannya kurang...,POSITIVE,,,
1024,2939,"Pernah ke sini beberapa kali ... makanan sangat baik untuk area outdoor makanan jalanan.Kamu tidak pernah berharap bahwa makanan yang disajikan dengan baik, butuh waktu menunggu tapi itu layakBagus.Coba sop kepala salmon dan sapo tahu..golong",POSITIVE,,,
1025,974,"Makanannya sangat enak, semua rasa makanan laut segar.Harus mencoba Kepiting Lada Hitam.Pergi ke sana beberapa waktu.Layanan dan makanan selalu memuaskan.",POSITIVE,,,
1026,2240,"Tidak pernah gagal makanan kenyamanan @die stube resto & bar Jerman.Cara yang bagus untuk makan malam lebih awal pada hari libur.Kami memesan sosis panggang dan steak, yang selalu memberikan.Apa kejutan yang menyenangkan adalah supnya.Kami memesan sup lentil & sosis, serta sup bayam krim.Sangat lezat",POSITIVE,POSITIVE,,
1027,1697,"Enak makananannyaa! Sayangnya kalau ujan susah outdoornya (padahal yg bagus outdoor!) Recommend cumi, udang, ikan bakar! Tempatnya sayangnya susah, harus lewat Ancol City kalau gasalah.",POSITIVE,POSITIVE,,
1028,2881,"Kemarin sempet nyoba ngopi disini. pertama pesen kopi dan makanan ringan, nggak terlalu lama sih nunggunya. Kemudian saat kami memesan lagi dan hanya memesan air putih saja, kita harus menunggu sampai satu jam. Itupun karena kami ingatkan sama pelayannya",,,NEGATIVE,
1029,2357,"Barusan kesini,rasa makanan nya bisa dibilang gaenak kecuali cupcake nya doang itu juga better lah dibanding makanan yg laen,saya pesen elephant ice cream,stickonya sendiri alot dan gaenak ditambah rasa es krim yg bener bener biasa aja dan harganya juga tergolong mahal untuk porsi dan rasa yg tidak sesuai",NEGATIVE,,,NEGATIVE
1030,1966,"Tempat yang kurang ramai, lebih otentik, bersih.Hanya makan Shaokao ini, rasanya lebih otentik daripada Shaokao lain yang saya makan di Jakarta.Dari penampilan mereka, ia memiliki lebih banyak kesamaan dengan Shaokao asli yang sering saya makan di Cina.Meskipun kurang menggunakan Mala daripada yang asli, tetapi dalam hal rasa itu adalah yang paling dekat, gurih dan saya bisa merasakan sedikit rasa mala.Itu tidak menggunakan saus bbq seperti tempat Shaokao lainnya, jadi itu mungkin tidak sesuai dengan selera kebanyakan orang (itu cocok dengan milikku).Namun, belum terlambat untuk mencoba sesuatu yang baru, bukan?Bagi mereka yang menyukai hidangan gurih dan asin, saya merekomendasikan daging babi asli, Samchan, Cuttlefish dan Chicken.Bagi mereka yang bersandar di sisi yang manis, saya sarankan Anda untuk mencoba daging babi panggang dan babi manis.Last but not least, jika Anda menyukai bir Cina, mereka menawarkan tsingtao di sini!",POSITIVE,,,
1031,1895,"Sehari sebelom kesini ud reservasi dulu. Pas dtg jd nama gue uda ada. Tempatnya gampang di temuin ko. Sebrang food garden kemang, tempat ny di lantai 2. Kucing2 disini sama kaya kucing gue dirumah. Sama sekali ga ada yang ngeong. Yang paling favorit disini adalah kucing bernama usagi. Karna masih kecil jadi masih ngegemesin bangettttt. Ga nyoba makan ato minum disini karna takut bulu kucing masuk ke makanan ato minuman gue. Kucing disini lengkap dan banyak warnanya.",,POSITIVE,,
1032,1374,"Tempat sangat cozy! Nice place for relaxing and perhaps do you assignment. Ada background musik jazz dari event """"Java Jazz Festival"""". Colokan utk charge hape ato laptop pun ada banyak. Sejauh yg gw liat ada 6 colokan (4 di dinding, 2 di lantai) Coffee nya not the best taste coffee that i've been tried, tapi ini cukup lumayan untuk nemenin nongkrong di cafe yg nyaman. Btw gw nyobainnya yg Pizzicato Mocha Frappe. Rasanya mocha nya cukup berasa, tapi yg kurang menurut gw adalah dari sisi rasa kopi nya yg kurang 'keluar'. Takaran kopinya mungkin cuman 1 shot. Intinya kopinya ga trlalu berasa, jadi ya berasa manis aja gitu. Ini mungkin perlu diperbaikin.",NEGATIVE,POSITIVE,,
1033,2217,"Penasaran sama martabak satu ini yg di zomato ratingnya palibg tinggi dan akhirnya nyobain juga minta abang gojek yg beliin... Pas makan ternyata rasanya biasa aja, ngga seenak yg dibayangkan.. aku pesen 1/2 keju 1/2 coklat Minyaknya banyak sekali ternyata pas digigit.. Kejunya lumayan enak, coklatnya agak terlalu manis buat gw, adonannya Sendiri kurang wabgi walaupun udah minta pake wisman. Tp harganya cukup murah sih...",NEGATIVE,,,POSITIVE
1034,2168,"Nah, Anda dapat mengatakan ini adalah hal terdekat untuk membuat saya merasa seperti di rumah.Saya dan kolega saya datang ke sini setidaknya 2 kali seminggu selama setahun setelah hari yang sangat sibuk di tempat kerja.Lewatkan tempat ini, tetapi saya selalu mengunjungi ketika saya di Jakarta.Cintai makanannya.",POSITIVE,,,
1035,1692,Mencoba Cabang Kemang keluar kali ini dengan beberapa teman.Cabang Kemang adalah restoran 2 lantai sehingga memiliki lebih banyak kursi bagi pelanggan untuk makan dibandingkan dengan Cabang Festival Pasar.Tempat yang bagus untuk bersantai dengan sekelompok teman.Anda harus mencoba pizza mereka ketika itu segar dari oven.Itu sangat bagus!Direkomendasikan.,POSITIVE,POSITIVE,,
1036,574,"Saya mendengar beberapa hal baik tentang ini jadi saya mencobanya.Sejujurnya, itu adalah kekecewaan besar.Saya memesan kepiting untuk 4-5 orang dengan saus ori dan kepedasan sedang, itu Rp.980.000 dan kerang hijau seharga Rp.50.000.Nah, melihat harga yang saya pikir saya akan mendapatkan setidaknya 2 kepiting besar.Ketika datang, itu adalah kepiting mungil basah dan sudah sedikit dingin.Kerang adalah rata-rata, tidak ada yang istimewa dan saus tidak masuk ke dalamnya sehingga sedikit kering.Saya tidak merekomendasikan restoran ini.Kepiting basah kelebihannya tidak sepadan dengan uang Anda, teman-teman.",NEGATIVE,,,NEGATIVE
1037,1563,"Beberapa kali kesini namun baru sempat kasih review. Kwetiaw goreng ayam, ok ga spesial.. Mirip2 kwetiaw kaki lima. Nasi goreng tek tek, ok ga spesial juga sama kaya kwetiaw .. Mirip spt di kaki lima, sop ikan.. Kuahnya enak.. Tapi ikan nya durinya mayan halus dan banyak, jd ati2 banget makannya supaya ga keselek duri. Tekwan, kuahnya seger dan lumayan enak. Pempek kapal selam, porsinya kecil... Buat saya ini ngga nendang ya. Lasagna.. Biasa aja, nothing special. Pastel dan somay nya JUARA.. Ini lah yang bikin saya kesini terus sejak jaman kecil di melawai sampai dia buka cabang di PIM. Ambience nya ga bisa duduk lama2.. Yg ada di pelototin orang yg antri, jadi lebih baik buat makan cepet atw take away. Service nya so so .. Kadang suka di cuekin, kadang suka galak, kadang juga ramah. Ohya kalau penuh, harap bersabar menunggu makanan ya, saya juga maklum melihat space kitchen nya yang ga besar. Overall, saya selalu kesini demi pastel dan somay masa kecil saya 😊",POSITIVE,NEGATIVE,NEGATIVE,
1038,3962,"Macaron 1 box isi 6 harga 66k Satuan 6k Enak rasanyaa tp kurang banyak variannya hehe Tempatnya di LG dekat mr.puff dan shihlin, dekorasinya lucuuu warna2 pastel gitu😊",POSITIVE,,,
1039,3247,"Makan siang gaya Rijsttafel di Oasis Heritage Restaurant hari ini!Rijsttafel adalah medley hidangan dari seluruh Indonesia yang dilayani oleh parade 12 wanita Indonesia dalam kostum tradisional, dan mereka melayani makanan Indonesia yang sangat baik, harus saya katakan.Oasis Restaurant awalnya merupakan tempat tinggal pribadi yang dibangun pada tahun 1928, sangat dirawat dengan sangat baik dan masih mengandung keindahan budaya Indonesia.Itu adalah pengalaman yang menyenangkan, jika kalian mencari tempat unik untuk merayakan acara khusus (dan ingin merasa seperti 'bangsawan') pastikan untuk mencoba yang ini!Jika Anda menyukai makanan Indonesia, budaya Indonesia, dan pengalaman bersantap yang unik, Anda akan menyukainya di sini!😍 Harga: sekitar 700k / pax untuk Rijsttafel Dining",POSITIVE,POSITIVE,,
1040,175,"Tempatnya bagus, udah gitu gak mahal mahal amat ya.. ada paket buat mahasiswa. Cocok sih dijadiin tempat tongkrongan. Pelayanannya oke banget. Pelayanannya ramah dan baik.. soal harganya... terjangkau lah ya buat itungan steak and pastanya. Kebetulan kesana ama keluarga.. jd mesennya ya western sama steak. Waktu kita lagi makan, pelayannya dateng nanya soal makannya. Enak apa nggak... kalo gak enak, bagian mana yang kurang enak. Dan dia menawarkan buat ganti makanannya.... 100% mau perfect banget. Perfect deh buat kami. Gak nyesel pergi kesana",POSITIVE,POSITIVE,,POSITIVE
1041,177,"Saya memesan Bangers dan mash yang berisi semua favorit saya: sosis babi, kentang tumbuk, bawang.Dua sosis pada kentang tumbuk dengan saus saus bawang.Sangat lezat.Makanannya enak.Affogat itu sempurna!Suasana sempurna!Musik yang sangat, damai, dan baik.Dan layanannya sangat bagus.Benar-benar akan kembali ke sini untuk mencoba makanan lain atau hanya untuk istirahat kopi.",POSITIVE,POSITIVE,POSITIVE,
1042,859,"Sebenarnya dari segi rasa cukup enak, tapi entah mengapa tempat ini cukup sepi, dan kebetulan tadi saat mampir tempatnya cukup panas dan ada meja yang agak kotor walau gak ada pengunjung. Mungkin bisa perbaikan dari segi suasana dan pelayanan...",POSITIVE,NEGATIVE,NEGATIVE,
1043,2573,"Tempatnya enak, cozy bgt dan bs buat berlama2 nugas atau sekedar nongkrong. Tapi coffeenya ngga recommended, terakhir pesen ice coffee kemanisan.",NEGATIVE,POSITIVE,,
1044,226,"Order Seafood Tom Yum + Steam Rice + Ice Tea totalnya Rp 90.000,- Pas ke sini wifinya lagi trouble, dan selalu trouble. Waitressnya jutek, gak friendly. Dan pas liat sendok garpunya gak bersih alias ada sidik jari di ujungnya dan juga berkerak. Ternyata lebih baik beli cakenya aja deh dari pada dine in nya.",,NEGATIVE,NEGATIVE,
1045,2156,"Pergi ke sini setelah jam kantor pekan lalu sambil menunggu kelas saya dan mencoba Milo DinasaP, pastel tutup dan juga roti bakar ovomaltine seperti yang direkomendasikan oleh pemilik dan itu adalah pilihan yang tepat karena saya suka semuanya (bukan karena saya Hungrehh: P).Dan BTW Fave saya akan menjadi Dinosaurus Milo karena mereka sooo generous pada memberikan MILO di atasnya :) Yah, pasti akan kembali untuk mencoba fondue buah dan juga afgogat kopi khas :)",POSITIVE,,,
1046,75,"Came here for a light bite, ended up ordering the ribs. It is quite yummy, juicy and tender. Porsinya juga lumayan. Bumbunya agak sedikit kurang meresap. Tapi overall enak buat camil2 sambil ngobrol2. Cobain bulldog beer juga tapi lupa foto, beer nya tipe2 kekinian yang botolnya ditebalikin pake holder gitu.",POSITIVE,,,
1047,4162,"Pas dateng kesana kosong ga ada orang jadi ya agak leluasa aku cobain yang beef baked rice nya enak sih tapi porsi nasinya kebanyaken sampe ga abis kalo harga sih standar,pesen pan n' cheese di food container, mesen yang baked rice with chicken. awalnya excited banget bakal dapet keju yang super banyak dan melted tapi ternyata kejunya ngga seperti yang dibayangkan. kejunya ngga ketarik sama sekali. ayamnya juga kurang banyak. porsinya standar. kurang recommended ajasih. kirain pas ditarik kejunya bisa ikut gitu ternyata enggak, nasinya juga kurang lembut. ah pokoknya ngga sesuai ekspektasi banget. untuk seporsi baked rice ini dihargai 40k, kurang worthy sih menurut saya.",NEGATIVE,,,NEGATIVE
1048,2585,Pondok Es Cendol ini tempatnya kecil cuma selalu ramai dikunjungi para pecinta makan. Menjual makanan rumahan dengan harga yang ramah di kantong dan mampu menggoyang lidah. Terletak di kawasan padat penduduk dan kaya akan kost-kostan menjadikan Pondol cukup diminati sebagai referensi tempat makan.,POSITIVE,,,
1049,1010,Seru!! Krn kita bisa pilih sendiri aneka binatang laut yg nantinya tersaji di meja kita...& hampir semua pilihan jenis masakannya enak & enak bgt!! Ya cuma di weekend hrs bersabar krn cukup antri,POSITIVE,,,
1050,704,"After all, makanan sih gak extraordinary tapi lumayan. Tempatnya bener bener artsy cocok buat anak instagram yang demen foto-foto. Gue kesini buat foto foto doang sih, jadi gak makan banyak. Not recommended duduk di belakang pas ujan, karena agak tampias sama ada yang sobek kanopinya.",POSITIVE,POSITIVE,,
1051,1655,"Udah terhitung sering makan di beberapa cabang WHO, dan yang selalu jadi favorit itu mie level pedas dan cekernya(kaki ayam) yang juga punya tingkatan pedas. Biarpun pedes nya minta ampun rasa gurih dan asin nya juga enggak kalah jadi emang ini mie hotplate favorit gue banget hahaha harganya juga enggak mahal berkisar antara 18rb-25rb aja dengan porsi yang lumayan besar. Pelayanan nya cekatan dan ramah.,sebenernya mau review outlet yang di veteran, jaksel nih tapi krn baru buka mungkin blm ada ya di zomato. pertama ke sini krn penasaran, krn tempat baru udh rame jd gue pikir pasti krn enak+murah makanannya. gue ke sini pas mereka baru buka which is sekitar jam 12an lah kl ngga salah. gue pesen mie hotplate keju dan temen gue pesen mie hotplate ceker trus buat appetizernya kita pesen yg pangsit dalemnya tahu gt. nah buat minumnya kita pesen es kelapa gt (lupa namanya apa, tapi enak!). nah, overall menurut gue makanannya agak disappointed ya krn gue ngga terlalu suka sama rasa kuahnya dan menurut gue jg pedesnya itu ngga yg gue ekspektasikan. udh gitu kl lo ngga langsung makan cepet2 itu mienya langsung ngga enak krn kuahnya gampang ngeresep ke dalem mienya gt deh. secara keseluruhan gue kasih 1,5/5,0",NEGATIVE,,POSITIVE,
1052,2305,"Porsinya kecil, harganya besar, sambel banyak pilihan & cocok rasanya. Bebek bakar tidak tercium aroma dipanggang. Ruangan kurang terang, agak terganggu sewaktu baca menu. Dekorasi ok, suasana cocok untuk keluarga.",POSITIVE,POSITIVE,,NEGATIVE
1053,4171,"Tempatnya enak nyaman, dan ada bagian smoking dibelakang yaitu outdoor area yang viewnya ke arah kolam renang pim. Kalau malam minggu/weekend ada live musicnya yang bikin lebih enak dan nyaman. Di bagian outdoor/smoking ada sofanya juga.",,POSITIVE,,
1054,2520,"I would give a 0 rating but the app wouldn't let me. One bite, and that was it. Dari """"mousse"""" yang entah tidak bisa dikategorikan sebagai mousse dan rasa """"greentea"""" yang terlalu manis dan lebih terasa seperti whip cream biasa; sangat mengecewakan dan tidak bisa dikategorikan sebagai 抹茶 (matcha, green tea). Such a disappointment and a waste of my money and time. I feel ashamed for whoever bringing this franchise to Indonesia because you guys made a bad reputation for a Japanese standard.",NEGATIVE,,,NEGATIVE
1055,2249,"Siapa yg gatau pasar santa, yg lg jd tmpat nongkrong paling happening taun ini, coba aja search hastag #anakpasar di sosial media, pasti bikin penasaran. Yg kali kni mau d review, ttg sepotong kue dan ice cream homemade, disini sepotong kue jual kue yg d buat sndiri dan juga ice cream homemade, cara penyajiannya jg unik, jd ice creamnya di sajikan dgn kue soes. Rasanya? enak bgt!! Juara bgt sepotong kue, selain kue soes, juga ada apple pie dan masi banyak lg. Buat harga oke bgt sih cuma 10 rb aja, bisa ngerasain dessert ini. Tp jam bukanya suka ga tentu, jd paling aman dtg kesini wktu weekend, krna pasti buka. Enjoy #jajandipasar",POSITIVE,,,POSITIVE
1056,3621,"Tempatnya nya nyaman. Teduh. Meski siang ga terasa panas juga. Harga masih cocok lah. Konsep nya saung tapi banyak pohon pohon nya. Ada children play ground juga. Unik juga pelayan disini pada jalan nya buru buru, ada beberapa yang lari malahan. Untuk rasa biasa aja ya. Juga ada beberapa lalat seliweran ganggu makan.",NEGATIVE,POSITIVE,,POSITIVE
1057,115,"Saya sudah cukup sering ke Eastern Kopi TM. Menurut saya, ini salah sayu Kopitiam terbaik di Jakarta. Menunya variatif sekali. Untuk sarapan, makan siang, dan makan malam lengkap semua. Harganya terjangkau, tempat parkirnya pun lumayan banyak. Tapi, menurut saya ada yang kurang... Pelayanannya cepat, tapi, waitressnya menurut saya kurang paham dengan menu yg ada. Semoga ditingkatkan ya pelayanannya!",POSITIVE,,POSITIVE,POSITIVE
1058,389,"Punya 2 chimichangas.Rasakan porsi yang baik, layak, dan harga wajar.Tempat ini tidak memiliki AC sehingga sangat panas bahkan pada waktu malam.Saya lebih suka pergi ke yang di Pasar Santa.Parkir juga tidak mudah.Tapi makanan, tidak ada keluhan.",POSITIVE,NEGATIVE,,POSITIVE
1059,1330,"Tempat yang bagus dengan ambient yang bagus, banyak pilihan minuman.DJ akan mulai bermain pada pukul 11 malam di atas, langsung musik sebelum itu. Selalu penuh selama akhir pekan, pastikan Anda memesannya terlebih dahulu.Pasti akan kembali!!",POSITIVE,POSITIVE,,POSITIVE
1060,2239,"Shabu terbaik di Jakarta.Mencoba set Shabu, dengan AS Selectio daging sapi.Senang dengan rasa sup asli.Ini membawa yang terbaik dari rasa daging sapi :) Ini adalah waktu kedua saya.Tentunya akan merencanakan untuk waktu ke-3 :)",POSITIVE,,,
1061,1716,"Dulu pas buka di taman palem, this one is my mom's and my favourite bakmi. Rasa bakminya pas dan bikin nagih. Apalagi kalo sama telur nya. Nyam!",POSITIVE,,,
1062,3058,"Saya suka suasana, makanannya juga terasa enak.Mencoba spaghetti vongole, dan super yum.Juga mencoba pizza dan itu sangat besar, saya makan dengan tiga teman saya, dan nyaris tidak bisa menyelesaikannya.Memesan mocktail Caprese, rasa begitu segar, tetapi bukan minuman saya karena saya penggemar berat minuman manis 😅.Yah secara keseluruhan saya mendapat pengalaman yang baik di sini",POSITIVE,POSITIVE,,
