,Unnamed: 0,rid,text,food,ambience,service,price
729,730,437,turut saya kualitas turun sejak tempat di renovasi tempat desain interior dan kursi memang lebih bagus tapi kualitas makan dan kualitas service pegawai turun drastis pesan saya mie tarik ayam crispy dengan mie kecil tidak di gubris saya kembali makan karena tidak sesuai pesan kecewa you need to train your employees 3 employees to clean 1 table are just ridiculous the others just stand behind the counter laughing and gossiping,NEGATIVE,,NEGATIVE,
730,731,2552,enak sekali hanya saja kadang nasi agak lembek tp soal rasa mirip bngd kaya d bal kulit kriuk wangi bngd cuma mungkin porsi daging agak sedikit tp plus nya sy bs sen take away tanpa nasi minta dibanyakin lauk saja lebih banyak sedikit sih tp lumayan bngd nasi bs masak d rumah recommended,POSITIVE,,,
731,732,170087,udah lama ken cobain ini akhir sampean dan nyata enak harga nya 45rb porsi kalo yg ga kuat makan banyak bisa buat sharing dua will come back next time,POSITIVE,,,
732,733,1015,bukber rumah temen gw dengan salah satu menu buka pistales digojekin mesen pisang coklat dan tahu lapis pisang coklat gede limpah ruah coklat pisang manis dan gak keras tahu lapis isi tahu dan macam bakso siram pake bumbu kacang yang super enak harga lumayan pricey tapi worth it dengan rasa dan ukur,POSITIVE,,,NEGATIVE
733,734,3177,tempat rame apalagi klo weekend jadi suasana seru bgd makan sana gw paling suka jigoku ramen sama torikarage mantaaapp pedas nampoooll apalagi klo level 5-10 pasti keringetan makan d,POSITIVE,POSITIVE,,
734,735,3618,sudah di sini dua kali dengan orang favorit saya italia baik untuk mereka layan chantili dan tiramisu baik untuk hidang utama saya suka pasta tinta cumi-cumi cinta suasana ramah hangat server yang bagus tempat yang bagus makan enak pasti padan dengan harga,POSITIVE,POSITIVE,POSITIVE,POSITIVE
735,736,4168,came here 2 days ago to celebrate my grandma s bday semua makan yg sen enak semua ribsnya super gede n enak pizzanya jg enak banget n suka banget sama tempat looks elegant betul di vip roomnya jg sih kmarin overall sih bagus nih tmpat dari segi makan n tempat recommended,POSITIVE,POSITIVE,,
736,737,3416,denger denger caffe asal korea ini kenal dengan bingsu nya tapi sayang karena gue udah cukup kenyang jadi ke caffe ini cuma untuk minum dan numpang duduk tanpa pesan bingsunya gue sen espresso dan hot chocolate espressonya nendanh banget bikin melek dan maleman ga tidur gue rasa espresso ini lebih strong banding di oh la la hot chocolatenya sini porsi lebih banyak karena cangkir juga besar ngga seperti cangkir di caffe pada umum hahah nikmatlaaah,POSITIVE,,,
737,738,1566,awal dari penasaran saya kesini tampil luar cukup tarik sih tempat luas dan gak panas pengap saya pesan duren cendol dan roti bakar duren layan ramah cekat juga duren terlalu encer turut saya dan tampil roti bakar lihat ada tapi rasa dan nyaman lumayan enak,POSITIVE,,POSITIVE,
738,739,2798,ini enakk salah satu fav kalo mau nasi goreng must try lah kebuli kambing asa bgt porsi banyak better klo udah malem sen 1 5 aja pernah coba nasi godog nyata enak,POSITIVE,,,
739,740,1335,saya sangat suka tempat itu sejak itu lebih lihat danau di depan gedung aku mes roti panggang sosis ayam dengan keju kentang goreng dan jus deemoned dengan mint sandwich asa enak kentang goreng itu ok utama mereka tambah bedak keju di atas jus adalah yang paling saya suka itu sangat segar dan lezat saya akan kembali lagi untuk mes jus dan saya mungkin coba sandwitch lain,POSITIVE,POSITIVE,,
740,741,2964,nyobain martabak telor mozzarella di take away martabak tebel daging banyak kasih saos mayonaise juga tapi keju mozzarellanya sedikit bgt harus lgsg makan pas masih hangat,POSITIVE,,,
741,742,782,makan sih enak cuman porsi kecil kecil harga mahal tempat enak tapi selalu ga puas tiap ke sini selalu ada salah dalam layan tapi es kedondong sih saya rekomendasi,POSITIVE,,NEGATIVE,NEGATIVE
742,743,2747,bakpao enak siomai enak trus ada juga roti goreng yg isi sayur2an juga enak cuma layan aja yang payah mbak2 dan mas2 nya judes2,POSITIVE,,NEGATIVE,
743,744,3255,sepakat baik untuk minum teh jika saya makan siang di plaza semanggi saya selalu beli gelas teh di muka di tong tji harga 7k untuk teh dalam gelas tinggi fav saya adalah teh jasmine,POSITIVE,,,POSITIVE
744,745,3256,foodstall ini ada di food court food runway wiki wiki wok - apartment tamansari hive design food courtnya asa sekali nuansa dunia terbang designnya vintage mirip dengan departure lounge airport tahun 60an foodcourtnya besar nyaman rapi tapi agak sepi unjung konsep mirip2 dengan e t n e t kita harus beli kartu dan isi saldo dulu untuk transaksi refueling station ini di bawah management kopi oey jadi menu snack dan minum hampir sama dengan menu kopi oey tadi mau sen singkong goreng roa nyata nga ada jadi akhir cuma sen kopi susu indochina alias vietnam drip rasa sih sama saja dengan rasa kopi yang sama di outlet kopi oey lain lumayan deh untuk ngopi sore2 sayang banget nga ada singkong,POSITIVE,POSITIVE,,
745,746,3257,mie aceh nya enak harga nya juga jangkau buka di daerah tangerang dong biar bisa sering mampir nanti saya dan teman2 kalo bisa sering2 diadain promo-promo gitu jadi walaupun jauh kita pasti datang lagi,POSITIVE,,,POSITIVE
746,747,170089,sini enak kalo kalian mau makan tenang suasana nyaman bersih makan buka sampai tutup sedia dlm pilih yang variatif jadi banyak pilih,POSITIVE,POSITIVE,,
747,748,1388,makaroni ngehe adalah cemilan yang patut banget buat di coba saya beli rasa balado dengan pedas level 2 dan keju dengan pedas level 3 rasa turut lebih enak yang balado nendang banget dan juga lebih pedas makaroni garing dan nagih kalo beli enggak cukup 1 bungkus makaroni ngehe ini selalu ngantri lho emang beneran ngehe abis,POSITIVE,,,
748,749,3163,cinta roti mereka begitu banyak itu padat dan sangat penuh dengan tambal mereka milik banyak tester sangat murah hati yang paling saya suka keju choco keju ganda dan choco raspberry omg keju ganda mereka saya dalam koma keju tiap bit adalah semua keju dan keju dan untuk keju choco semua hanya perfecto combi jika anda tidak suka choco cheese anda harus coba versi yang lebih ringan raspberry choco roti buat dari esensi raspberry sehingga ketika anda kunyah itu hanya buat anda ingin makan lebih banyak karena anda tidak akan pernah muak saya pikir ulas saya sedikit lebih ini yang saya rasa jadi d,POSITIVE,,,
749,750,2889,nobody doubt that this is one of the best sate ayam in jtown sate ayam sendiri udah enak walau tanpa bumbu kacang ada sedikit rasa asem dari jeruk nipis di daging tempat kecil agak rame sih dan layan sering banget error kalo lagi rame gw sen tanpa lontong bumbu kacang pasti kasih lengkap dgn lontong bumbu kacang kalo udah lanjur biasa minta jeruk limo untuk kasih di bumbu kacang langsung escalated deh rasa oya sambelnya gak pedes jadi gw saranin minta rawit potong biar lebih enak lemah cuma abis makan di sini pasti bau asep,POSITIVE,NEGATIVE,NEGATIVE,
750,751,3341,pertama-tama jangan harap tempat yang nyaman jika anda ingin makan di sini ini panas - tidak ada ac dengan musik keras dan orang bicara di mana dekorasi usang dan kotor dan anda akan sulit panggil para layan di sisi positif makan enak menu yang paling banyak pes adalah daging babi panggang saksang dan ikan mas tetapi saya hanya coba daging babi panggang karena saya bukan gemar darah dan ikan mas panggang babi renyah dan murah tetapi saya biasa mes dua porsi karena satu tidak cukup untuk saya p,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE
751,752,4057,yah saya milik harap besar karena mereka kata bahwa ini adalah donburi baik di kota dan mereka klaim bahwa gyu tan don kait dengan menya gyu tan saya pikir saya tidak akan pernah kembali lagi aku mes menya gyu tan don dengan telur idr 81k-ish gyu tan hambar dan juga nasi dan telur tidak ada yang istimewa dalam hidang itu saya rasa sedikit kecewa karena mereka kata itu menya kait mangkuk daging sapi asli 45k begitu saya pikir yoshinoya milik rasa yang lebih baik bagi saya miso salmon panggang 77k adalah pahlawan hari itu porsi cukup murah hati dan itu benar asa enak saya juga mes jar salad dan karge pedas dua baik saja,NEGATIVE,,,
752,753,3462,hause rooftop saji hidang biasa yang pernah anda lihat kali pasta burger kentang goreng cumi dll rasa oke tetapi suasana adalah tempat hause benar sinar meski tidak cukup tinggi untuk sedia tampil atap gedung cakar langit udara buka hause kombinasi dengan dekorasi hijau pintar cukup luar biasa ini bukan tempat untuk makan malam yang serius hanya ada satu hidang steak di menu dan tidak banyak pilih berat lain tetapi untuk hang-out ringan hause lebih dari mampu beri anda yang intim,POSITIVE,POSITIVE,,
753,754,1652,interior restoran sangat baik getar dan suasana buat anda ingin tinggal lebih lama layan dan keramahtamahan yang sangat baik makan istri saya dan saya bagi daging me mix grill dan itu sangat bagus rekomendasi pasti akan datang lagi untuk coba menu lain,POSITIVE,POSITIVE,POSITIVE,
754,755,2102,suka bgttt makan disiniii daging domba tuh lembut ga alot ga bau porsi banyak sambelnya enak pedes bgtt lebih suka makan pake loco pisang kalo kesini tapi kalo mau mesen yellow rice nasi goreng juga enak rasa gurih buat soupnya isi daging banyak juga trs enak posisi tuh di gading food city deket pintu masuk parkir mobil kalau mau ke la piazza seberang parkir motor ambon deret tempat makan yg mau masuk la piazza,POSITIVE,,,
755,756,218,sengaja kesini karena ada nikah sepupu makan enak rasa manis dessertnya juga pas tempat lihat lux banget tapi service nya oke punya soal harga worth it sayang tutup jam 6 sore jadi kalau mau kesini lebih baik siang,POSITIVE,POSITIVE,POSITIVE,
756,757,4058,layan yang baik layan dan layan yang sangat bantu makan yang enak perut babi benar enak juga suka pangkal sup resep rahasia nenek tapi saya harap lebih banyak varietas di menu mereka akan kembali lagi,POSITIVE,,POSITIVE,
757,758,2751,uda suka banget sama ni coffee shop dr awal follow di instagram karna giur sama dekor yang emang bagus parah akhir kesini sen hot red velvet rasa enak kok tempat emg enak apalagi yg outdoor nya cmn sayang itu buat smoking aja si tp enak banget kok tempat hehehe,POSITIVE,POSITIVE,,
758,759,2776,must try sini yaa beef bbq nyaaaa harga murah tp gag murah rasa nya utk minum nya try ice tea lychee seger popping boba nya enaaaak utk menu indonesia nya try sop buntut nyaaa enaaak kuah nya seger sambal nya gelegar,POSITIVE,,,POSITIVE
759,760,2777,zomato memang top waktu kemaren rekomendasi restauran ini responnya cepat sekali dan beberapa hari kemudian langsung ada di zomato kenapa saya rekomendasi restauran ini karena restauran bakmi yg satu ini memang lumayan oke sudah diri sejak jaman saya sd menu dan rasa tidak ubah belum letak di belah apotik setiabudi sekarang pindah ke one stop kuliner setiabudi harga makan sini murah porsi banyaak menu juga variasi bisa delivery pula,POSITIVE,,,POSITIVE
760,761,2778,abis jalan pagi krn udh laper skalian coba makan di pasar nyata bakmi bangka papan merah lmyn rame pas lagi nunggu makan pasti ada aja orang yg sen buat di bungkus mienya lembut daging jg empuk ada pangsit2 goreng kecil di bakmi jd bkin garing harga juga masuk murah 15rb utk mie ayam kuah lmyn minyak ya bagi yg ga suka makan makan minyak,POSITIVE,,,POSITIVE
761,762,2118,saya suka tempat ini beberapa kali saya makan di sini dan cicip mie ayam dengan bagai warna dan rasa semua enak ini adalah cara makan mie yang sehat dan jamin karena seperti mereka olah tidak dengan bahan2 artificial favorit saya yaitu mie time yang tambah topping keju cobain deh untuk minum saya lebih suka thai tea banding green tea nya tempat ini asa hommy dan pas banget untuk duduk santai bareng temen-temen atau orang yang kamu sayang ajak mereka untuk cobain juga ya,POSITIVE,POSITIVE,,
762,763,170090,ini mie bener2 healthy food soal buat lsngsung situ dari sayur2an buah bit wortel atau buah naga gak pake bahan warna apalagi awet kaya formalin gitu kalo minum nya yg paling enak tuh green tea thai tea juga ok cuma emang tempat di komplek dan kurang luas tp ok lah nyaman buat nongkrong,POSITIVE,POSITIVE,,
763,764,170091,pertama kali nyoba mie ini mie nya unik full colour gitu soal tapi tetep buat yg suka mie ayam original g usah kecil hati mereka tetep nyediain kok mie yg paling gw suka sini tuh mie item a k a mie black yg buat dari bahan dasar cumi enaaak bingiits klo kata anak gaul jaman sekarang d mie warna lain kurang apal klo g slh ada red noodle orange noodle green noodle fyi semua mienya buat sendiri lho gw salut bgt sm yg punya sesuai bgt sm slogan mere healthy tasty cozy lanjut lagi ke minum g mungkin kan makan tanpa minum untuk minum paling gw suka thai tea best thai tea i ve ever drink klo buat yg suka diet mesti coba green teanya asli ini juga enak bgt tempat jg nyaman fasilitas lengkap kalian harus coba pokok hati tagih d,POSITIVE,POSITIVE,,
764,765,3310,so sorry fotoo nya kurang bagus hahahaha bukan food blogger soal haha ini slah satu tempat makan favorite bgt makan nya enakk dan harga nya jg ga bgtu mahaal porsi nya besar lg waa puas bgt buat yg suka makan steak hrg 75 000 udah kenyaang bgttt hotdog nya jg ukur nya besar puas deh kalau makan sini,POSITIVE,,,POSITIVE
765,766,1118,awal dari ngantuk laper dan bosen nungguin yg meeting akhir lirik lirik zomato cari tempat makan di sekitar rawamangun sampe akhir putus ke de facto coffee eatery daaann ngga nyesel dampar sini ahahaha begitu masuk langsung suka sama dekor yg bikin betah layan cepet jg ramah kemaren cobain carbonara sama cappucino hueee kopi juaraaa lain kali bakal balik lagi pasti buat cobain kopi lain sama cakenya,POSITIVE,POSITIVE,POSITIVE,
766,767,1320,matcha azuki by eggo waffle es green teanya enak wafflenya jg ok tp hrgnya lumayan jg sekitar 50k an di mkg letak bawah jd tmpt kuar masuk dr basement tmpt parkir,POSITIVE,,,NEGATIVE
767,768,1454,baru pertama kali nyobain dan nyata ga nyesel rasa enak dengan porsi yang pas ga banyak dan gak dikit pas deh pokok di sini cuma ada 2 macem lamb over rice dan chicken over rice tapi klo km mau campur juga bisa half half over rice,POSITIVE,,,
768,769,2458,semua makan di sini daebak enak banget deh pokok harga jga jangkau udah gtu tempat asik buat yabg hobby makan korea harus banget coba makan di sini very recomended,POSITIVE,POSITIVE,,POSITIVE
769,770,134,untuk menu ny banyakkk tp gw wktu itu krn sdh makan dan cm mw ngemil2 aja jd cm sen dessert tp untuk taste ny hambar buat minum nya juga aneh2 menu nya banyak yg gw kurang sukaa juga jd cuma sen 2 itu aj dehh,POSITIVE,POSITIVE,POSITIVE,POSITIVE
770,771,3115,akhir ke tempat ini lebih dari 10thn yang lalu waktu itu masih resto bakmi bangka dulu saya sempat ngebatin sayang banget ya rumah ada kolam renang cuma jadi resto bakmi nyata sekarang resto ini di upgrade jadi poolside resto yang cantik ketika mau order makan sempat tidak begitu yakin juga sih untuk rasa makan makan yang saya pesan nasi goreng merah palembang - saya suka banget nasi goreng dengan campur daging sapi ini agak sedikit pedas enak banget mie goreng - enak juga nih recommended nasi gurame asam manis - guramenya fresh dan saus asam manis juga enak minum lycee ice tea - enak dan tidak terlalu manis es kacang merah - es serut turut saya terlalu halus tapi ini enak banget campur sirop susu sangat pas kacang merah juga banyak minum ini segar banget cocok untuk di minum di cuaca yang panas seperti saat ini recommended,POSITIVE,POSITIVE,,
771,772,3340,tempat hangat asa seperti rumah dekorasi yang bagus pasta buruk tapi pizza yang enak cukup bagus jika anda pergi dengan keluarga,NEGATIVE,POSITIVE,,
772,773,4025,kesini cobain ishiyaki bibimba enak bangettt one of the best bibimbapni ever tried rasa asin nya pas trs karena buat lgsg di hotpot gitu pinggir2nya jd ada kerak2 gitu itu yang bikin enak tempat yang di semanggi juga paling lucu karena ada tatami nya yummyippie blogspot com,POSITIVE,POSITIVE,,
773,774,3555,tempat yang nyaman dan luas makan dan minum ok tapi butuh waktu terlalu lama untuk saji makan hampir satu jam jadi pasti tempat yang bagus untuk temu teman tetapi tidak terlalu banyak makan,POSITIVE,POSITIVE,NEGATIVE,
774,775,170092,nice place to hangout beberapa kali kesini makan dan minum yg sen ga pernah gagal presentasi saji kopi ok yang ga kalah penting rasa kopi jg ok,POSITIVE,POSITIVE,POSITIVE,
775,776,170093,lokasi kemang desain interior nya bagus waiternya ramah untuk rasa minum sih sama aja turut gue gue sen mi goreng enak banget sumpah jahahaha belah sandwich gitu ya kalo sesuatu ada mozarella nya pasti enak ya turut gue sih hahaha,POSITIVE,POSITIVE,POSITIVE,
776,777,2379,ibu dan aku suka sayur dan steamboat jadi kami putus untuk makan di sana tempat yang bagus ponsel saya rendah baterai dan tiap tabel milik outlet sehingga saya dapat isi daya ponsel saya fyi jika anda gemar es teh teh coca tidak begitu lezat jus mangga yang saya pesan mereka tambah gula sehingga terlalu manis untuk saya tapi cara seluruh saya suka alam santap saya di sana,POSITIVE,,,
777,778,4082,pesan ayam gulai aja tengah jam lebih booook kesaaaal waitressnya ditanyain soal pesan ga dtg2 malah ngasi jawab ga jelas not recommended,,NEGATIVE,,
778,779,1483,kemarin sempwt coba holdak yg mini chicken dgn saos pedes manis ayam fillet soft gt n dlm ukur sekali gigit rasa pas hrg ny so so lah sm makan,POSITIVE,,,POSITIVE
779,780,1042,skye ning adalah tempat yang sempurna untuk makan untuk pasang atau grup ini adalah restoran dengan pandang yang bagus dan makan enak suasana senang dan mewah namun masih milik sederhana di dalam satu menu yang masih tetap saya lakukanskye lupa aku tidak luar biasa,POSITIVE,POSITIVE,,
780,781,976,love that methode self services cuco sih restaurant dengan terap yg semuamuanya dikerjain sm unjung apalagi betul ikea daerah mandiri moga bs jd contoh atau tidak yg pernah makan sini bs nerapin kalau doi makan di tempat lain dar gak ninggalin bekas makan yg beranta y,POSITIVE,,,
781,782,523,gaenakkkk kirain enak mac n cheesenya tau biasa banget gasuka sm atas itu gajelas banget jadi ya cukup sekali aja deh kesini sini kaya cm menang tempat aja kaya ala ala di amrik tapi makan n minum biasa banget,NEGATIVE,POSITIVE,,
782,783,978,nasi campur nya lumayan enak recomended for lunch in muara karang raya babi panggang nya enak,POSITIVE,,,
783,784,1534,jadi awal iseng nyari-nyari tempat ngopi terus nemu plang kopimana deket pasar tebet barat tempat mungil tapi sejuk dan tentram banget pas dateng langsung kasih menu sama baristanya menu lumayan unik tulis pake bahasa indonesia semua dan pilih gue jatuh pada taylor swift yaitu cold red velvet awal sangsi karena sering kalo minum red velvet itu manis tapiiiii nyata si barista ini ngeraciknya enak banget gak manis dan susu juga gak bikin enek gue rekomendasiin kalo ke tempat ini pilih taylor swift-nya hehe tapi espresso juga kayak sabi sih lanjut ya,POSITIVE,POSITIVE,,
784,785,1085,layan bagus desain situs web mereka sangat tarik tempat yang rekomendasi di dekat jendela saya suka gaya interior mereka minum cukup baik,POSITIVE,POSITIVE,,
785,786,1260,tidak pernah gagal untuk muas anda dalam darah jawa timur di dalam diri anda saya laku lebih pedas sambal jancuk tidak pedas seperti yang saya kira cara pribadi saya tidak akan pernah kata tidak pada lele goreng tradisional lele di mana mereka layan dalam versi tanpa tulang saran saya adalah datang belum atau telah makan siang makan siang yang sibuk karena bagi besar waktu penuh bawa beberapa tisu basah untuk bersih efisiensi dan berani dengan rasa harap anda bisa tangan panas,POSITIVE,,,
786,787,170094,order semua sambel yang ada lauk tambah usus goreng iwak p ati ampela jamin nasi putih akan asa kurang terus hehe btw nasgor jancuknya enak juga,POSITIVE,,,
787,788,1639,tempat nyaman hanya kalo saat sepi jarak antar meja terlalu sempit jadi kurang privasi makan golong biasa aja untuk harga yang ga masuk murah dan layan kurang well masih banyak tempat nongkrong lain yang lebih worth it dari ini,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
788,789,819,mie nya enak bgt mie ujung pandang special porsi gede bikin kenyang bgt ak lbh prefer mie yg kecil kecil sih drpd yh besar enak bgt bgt dan murah harga sayang ga bisa rokok,POSITIVE,,,POSITIVE
789,790,3250,suasana selalu sama untuk di seluruh dunia makan enak staf yang ramah bagi orang yang suka musik rock pasti akan nikmat datang ke sini,,POSITIVE,POSITIVE,
790,791,2108,ini dua kali saya di sini dan rasa bahkan lebih baik dari belum makan layan harga suka tempat ini,POSITIVE,,POSITIVE,POSITIVE
791,792,1473,menu sini masuk murah - murah rasa juga lumayan sudah beberapa kali beli makan sini utama beli paket bebek hahaha,,,,POSITIVE
792,793,3016,kemari buat sarap pagi di hari minggu cukup rame unjung sampe gue harus antri gue sen mie karet yang emang jadi favorit sini mie-nya kenyal dan empuk jangan lupa tiap kali makan kemari pake acar rawit dan sambel biar makin maknyus,POSITIVE,NEGATIVE,,
793,794,2595,nice ambiance good partners welcoming dan cocok untuk santai cari suaaasana yang slow but enjoy minum worth it and cake so so lah,POSITIVE,POSITIVE,POSITIVE,POSITIVE
794,795,2602,hmmm enak banget deh apa lagi risolnya sensasi dunia tempat juga bagus pas untuk kaula muda yang mau kumpul2 nyaman bangeeet raisyaghnia,POSITIVE,POSITIVE,,
795,796,1527,hmm enak binggo makan sini kalo kesini selalu sen roti bakar sama minum yg macem2 rasa terus ketemu sama kaka lucuuu udh gitu foto2 lucu mau makan atau sama temen2 terus diupdate gitu deh ke path dan di tag2in ke temen2 sampe nyampah di path gitu hahaha poko seru deh nongkrong sini jamin ken kesini terus sesuai sama nama warung nagih hihihi,POSITIVE,POSITIVE,,
796,797,3143,di sini saya sen mixed pudding rasa enak tapi lebih enak kalo tambah extra milk n sugar untuk extra milk dan sugar nya sendiri kena charge tapi turut saya tetep worth it karena rasa enak dan porsi banyak,POSITIVE,,,POSITIVE
797,798,3292,tempat ada di jalan paledang bogor kalau dari jl juanda kebun raya belok ke jalan di samping mcd juanda bogor pandang asik langsung lihat gunung salak tapi untuk rasa makan yang aku pesan sih standar tadi pesan spaghetti tuna aglio olio idr 29 000 minyak di spaghettinya gak terlalu banyak dan malah cenderung kering untuk layan lumayan cepat mungkin karena lagi weekday juga kali ya simpul sih nggak ada niat buat balik ke sana lagi kecuali ajak orang,NEGATIVE,POSITIVE,POSITIVE,
798,799,354,rasa pasta yg lumayan untuk harga yang affordable kl kesini favorit cheezy freezy atau mushroom chunk all baked turut saya baked pasta special karena renyah bumbu resap apalagi yang cheezy freezy keju asa kl mau lebih asa lg minta tambah keju tabur kl mau extra pedas minta cabe kering karena sy suka tabasco jd tabasco pasti akan sy pakai jd ada sensasi rasa pedas asam keju duh porsi dikit banget tapi sebenernya enak layan juga aduh lama banget padahal udah laper banget dan niat mau nembak gebetan tapi itu semua gagal,POSITIVE,,NEGATIVE,POSITIVE
799,800,103,ambiencenya oke sedap pandang menu mayan banyak nusantara gitu tastenya standar aja hanya kopi dan lychee teanya aja yang suka,POSITIVE,POSITIVE,,
800,801,310,pertama kali nyoba bareng temen2 cewek nih puas sih dengan steamboatnya soup basenya enak dimsumnya juga enak kami nyoba roast pork nya dan empuk dan enak hanya saja layan kurang sigap dan lama better kalo makan di lt 2 saja krn di lt 1 panas sekali krn ad tmpt utk warming masak dimsum lebih baik beri sekat saja krn suasana mjd krg nyaman,POSITIVE,NEGATIVE,NEGATIVE,
801,802,4170,datang emg udh malem hampir jam tutup gw gemar bakso menu liat enak yaudah langsung pesan 2 porsi tanpa banyak pikir isi keju dan isi sambal cabe sen lama datengnya lama ini kan bakso tinggal cemplung jadi udah gitu kuah dingin malas bgt manasin kuah doang pesan dua adalah bakso isi cabe krn ga pedas saya minta sambal lagi trus bilang habis ya dingertiin tp ga lama layan itu antar sambal ke meja lain jg duh dengan kata lain layan yang buruk dengan rasa yang biasa banget utk pertama dan akhir kali datang kesini ga bakal juga datang walau traktir once again mnrt gw ga enak not recommended not worth it,NEGATIVE,,NEGATIVE,NEGATIVE
802,803,3164,sop duren gak diraguin lagi paling enakkkkk gak pake banyak embel2 tapi emang beneran paling enak duren banyak air juga pas jadi beneran sop duren gak kering apa bukti kalo enak banget tiap kesini gak sempet foto pas udah abis baru inget selalu gitu p harga juga mulai 12rban 50rb dapet 4 bungkus duren banyak puas pokok nunggunya juga cuma sekitar 3 menit minus gak nyaman untuk duduk lama tempat duduk masih kaya warung2 biasa bukan yang saling hadap gitu jadi bikin gel kalo ngobrol lama jadi cuma khusus untuk bener2 makan sop duren aja abis itu balik kalo lagi badmood mampir kesini 15 menit aja udah langsung ilang gak moodnya catat rasa sop duren yang bungkus beda sama yang makan sini lebih enak makan sini mungkin karena langsung makan kali ya gak bawa dalam jalan pulang harus coba,POSITIVE,NEGATIVE,POSITIVE,POSITIVE
803,804,475,waktu itu siang hari ke sini bareng temen buat nongkrong tempat cukup enak ada colok di tiap meja waktu itu sen kopi aceh dan green tea buat temen gw rasa kopi cukup mewah kalau kata temen gw sih green teanya biasa aja ga sempet nyobain yang lain lagi tapi untuk tempat nyantai ngobrol tempat ini cukup enak recommended on occasional occasion,POSITIVE,POSITIVE,,
804,805,3088,makan yang sangat baik kenal dengan masakan jepang cina indonesia india eropa makan yang sangat baik suasana yang baik harus unjung tempat bagai makan lezat sambung makan baik di jakarta,POSITIVE,POSITIVE,,
805,806,2644,lokasi kepiting asap cendrawasih ini turut saya cukup sulit temu saya muter2 untuk cari lokasi tapi bayar dengan rasa kepiting asap yang enak dan belum pernah saya makan kepiting dengan rasa unik seperti ini bumbu sangat asa,POSITIVE,,,
806,807,1284,taste enak pokok mah place agak sempit kursi batas antre panjang jadi yaaa harus sabar price anak kos di tengah bulan masih bisa sih nongkrong situ,POSITIVE,NEGATIVE,,POSITIVE
807,808,575,coba tempat ini karena partisipasi dengan loyalbox lama kunjung kami pada sabtu malam reguler pukul 6 sore restoran itu tidak terlalu ramai sehingga kami segera duduk kami coba dua hamburg yang dengan demi kilap dan yang lain dengan keju cara umum makan asa sangat enak cara seluruh rekomendasi tempat untuk milik hamburg utama kami milik pilih batas di sekitar pik,POSITIVE,POSITIVE,,
808,809,2205,wow mantap gak nyesel makan di talaga sampireun hari nie bareng keluarga tempat cocok bgt bwt kumpul bareng pelayananya yg bikin puas cepet dan ramah nama klo gak salah kang umar nanti klo kesini lg ken layan kang umar lg untuk servis good talaga sampireun ancol view cantik kita teman 2x senang kalau buat acara di talaga samperiun ancol service muas dan asyikkkk habis waitress yang baik servicenya mba azizah,,POSITIVE,POSITIVE,
809,810,3731,telah labil nentuin mau ke blumchen atau the goods diner akhir belok ke pilih dua karena abis makan besar di loobie lobster niat mau ngemil dan minum yang manis aja di sini begitu buka pintu masuk langsung sambar musik party dengan volume maksimal oke langsung cari tempat duduk di pojok supaya nggak terlalu ganggu tapi nggak ngaruh juga sih lihat menu di bagi dessert eh liat baileys milkshake yessss saya pesan itu terus lihat cakenya tarik nyobain butterscotch apa gitu nama satu menu tutup dan minum manis buat saya keluar kurang lebih 130 ribu iya baileysnya yang alkohol soal jadi kena sampe 75 ribu tapi harga emang nggak bohong enak sih dua menu itu next time cobain main coursenya,POSITIVE,NEGATIVE,,POSITIVE
810,811,3408,simplicity at its best kalau kamu damba ayam goreng yang ga neko tapi rasa nampol tempat ini cocok banget udah legendaris jadi no wonder agak susah dapat tempat utama pas teng banget buka puasa rebut meja ga sia walau pingin ini itu udah abis yang penting udah cicipin ayam goreng harga lumayan pricey tapi ga mahal juga sih tengah ekor dapat 3 potong karena memang ayam kecil sambal enak banget kok goreng bisa lah coba buat cemilan kecuali kamu ga bisa makan yang minyak,POSITIVE,NEGATIVE,,POSITIVE
811,812,1405,biasa kalo ke sini menu wajib adalah manggo sticky rice dan naan bread nya hr ini aku nyobain fried tofu with spicy sauce hmmmmm yummyyyy tofunya goreng tp gak hancurr sambelnya enakkk,POSITIVE,,,
812,813,1878,ke sini udah pasti mau makan mie ayam pesan mie ayam bakso pangsit kumplit dapat kuah langsung siram mie dgn 3 4 kuah telah aduk cara rasa kuah gurih namun kali ini sedikit asin cek ke mangkok yg ada kuah 1 4 lagi nyata gak asin sama sekali ayam saji dalam jumlah cukup banyak sedikit manis namun nikmat rasa mie-nya cukup lembut overall 3 5 out of 5,POSITIVE,,,
813,814,2293,bakmi goreng lumpia udang sapi lada hitam dan ikan bumbu rujak nya enakkkk service nya bagus pelayan2 nya ramah suasana nya meski ramai tp nyaman porsi lumayan besar juga,POSITIVE,POSITIVE,POSITIVE,
814,815,3309,kesini itu karena penasaran ken cobain makan jepang-padang nya ngeliat postingan orang2 di social media sih kayak enak dan seru gitu ya tapi begitu kesana sorry to say beyond expectation sushinya biasa aja terus waktu itu saya order kue cubit green tea tapi rasa justru kayak kue cubit biasa ngga ada rasa green tea nya sama sekali yaaa it s oke lah kalo cuma buat ngilangin penasaran doang,NEGATIVE,,,
