1930,POSITIVE,-,-,-
1931,POSITIVE,-,POSITIVE,-
1932,POSITIVE,-,-,-
1933,POSITIVE,-,POSITIVE,POSITIVE
1934,POSITIVE,-,-,POSITIVE
1935,POSITIVE,-,-,-
1936,POSITIVE,POSITIVE,POSITIVE,-
1937,POSITIVE,-,-,-
1938,POSITIVE,-,-,NEGATIVE
1939,POSITIVE,-,NEGATIVE,POSITIVE
1940,POSITIVE,POSITIVE,POSITIVE,-
1941,POSITIVE,-,POSITIVE,-
1942,POSITIVE,-,-,-
1943,NEGATIVE,-,NEGATIVE,-
1944,NEGATIVE,-,NEGATIVE,NEGATIVE
1945,POSITIVE,POSITIVE,-,-
1946,POSITIVE,-,-,-
1947,POSITIVE,-,NEGATIVE,NEGATIVE
1948,NEGATIVE,-,NEGATIVE,-
1949,POSITIVE,POSITIVE,-,-
1950,POSITIVE,-,-,-
1951,POSITIVE,-,-,POSITIVE
1952,POSITIVE,-,POSITIVE,POSITIVE
1953,POSITIVE,-,-,POSITIVE
1954,POSITIVE,-,-,POSITIVE
1955,NEGATIVE,-,-,-
1956,POSITIVE,-,-,-
1957,NEGATIVE,NEGATIVE,NEGATIVE,-
1958,POSITIVE,-,-,POSITIVE
1959,NEGATIVE,-,POSITIVE,POSITIVE
1960,POSITIVE,-,-,-
1961,POSITIVE,-,-,POSITIVE
1962,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
1963,POSITIVE,-,-,-
1964,POSITIVE,-,-,-
1965,POSITIVE,POSITIVE,-,-
1966,NEGATIVE,-,-,-
1967,POSITIVE,POSITIVE,POSITIVE,POSITIVE
1968,POSITIVE,-,-,-
1969,POSITIVE,-,-,-
1970,NEGATIVE,-,POSITIVE,-
1971,NEGATIVE,-,-,POSITIVE
1972,POSITIVE,-,NEGATIVE,-
1973,POSITIVE,-,-,-
1974,POSITIVE,POSITIVE,-,POSITIVE
1975,POSITIVE,POSITIVE,-,-
1976,POSITIVE,POSITIVE,-,-
1977,POSITIVE,-,NEGATIVE,POSITIVE
1978,NEGATIVE,-,-,-
1979,POSITIVE,-,POSITIVE,POSITIVE
1980,POSITIVE,-,NEGATIVE,-
1981,POSITIVE,POSITIVE,NEGATIVE,-
1982,POSITIVE,-,-,-
1983,POSITIVE,-,-,-
1984,POSITIVE,-,-,-
1985,POSITIVE,-,-,-
1986,POSITIVE,-,-,-
1987,POSITIVE,-,POSITIVE,-
1988,POSITIVE,-,-,-
1989,POSITIVE,NEGATIVE,POSITIVE,POSITIVE
1990,POSITIVE,POSITIVE,-,-
1991,POSITIVE,-,POSITIVE,NEGATIVE
1992,POSITIVE,POSITIVE,POSITIVE,-
1993,POSITIVE,-,-,POSITIVE
1994,POSITIVE,-,-,-
1995,POSITIVE,-,POSITIVE,-
1996,POSITIVE,-,POSITIVE,-
1997,POSITIVE,POSITIVE,POSITIVE,POSITIVE
1998,NEGATIVE,-,-,-
1999,POSITIVE,NEGATIVE,NEGATIVE,-
2000,NEGATIVE,-,-,-
2001,POSITIVE,NEGATIVE,POSITIVE,POSITIVE
2002,POSITIVE,POSITIVE,-,-
2003,POSITIVE,-,POSITIVE,-
2004,NEGATIVE,-,-,POSITIVE
2005,NEGATIVE,POSITIVE,NEGATIVE,-
2006,POSITIVE,-,NEGATIVE,-
2007,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
2008,NEGATIVE,-,NEGATIVE,-
2009,POSITIVE,-,-,-
2010,-,NEGATIVE,-,-
2011,POSITIVE,-,POSITIVE,POSITIVE
2012,POSITIVE,-,-,-
2013,POSITIVE,-,-,-
2014,POSITIVE,-,-,-
2015,POSITIVE,NEGATIVE,-,-
2016,POSITIVE,-,-,-
2017,NEGATIVE,-,-,-
2018,POSITIVE,POSITIVE,-,POSITIVE
2019,POSITIVE,-,NEGATIVE,-
2020,POSITIVE,NEGATIVE,-,-
2021,POSITIVE,-,POSITIVE,-
2022,NEGATIVE,-,-,-
2023,POSITIVE,POSITIVE,-,-
2024,POSITIVE,-,POSITIVE,NEGATIVE
2025,POSITIVE,NEGATIVE,-,POSITIVE
2026,POSITIVE,POSITIVE,-,POSITIVE
2027,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
2028,POSITIVE,-,-,-
2029,POSITIVE,-,-,POSITIVE
2030,POSITIVE,-,NEGATIVE,-
2031,NEGATIVE,-,-,-
2032,POSITIVE,-,POSITIVE,POSITIVE
2033,POSITIVE,-,POSITIVE,-
2034,POSITIVE,POSITIVE,-,NEGATIVE
2035,NEGATIVE,-,NEGATIVE,-
2036,NEGATIVE,POSITIVE,NEGATIVE,-
2037,POSITIVE,-,POSITIVE,-
2038,NEGATIVE,-,-,POSITIVE
2039,POSITIVE,-,-,-
2040,NEGATIVE,-,-,-
2041,POSITIVE,-,-,-
2042,POSITIVE,-,-,-
2043,POSITIVE,-,POSITIVE,POSITIVE
2044,NEGATIVE,-,-,POSITIVE
2045,NEGATIVE,-,-,-
2046,POSITIVE,POSITIVE,-,POSITIVE
2047,NEGATIVE,-,POSITIVE,-
2048,POSITIVE,-,NEGATIVE,-
2049,POSITIVE,NEGATIVE,-,POSITIVE
2050,POSITIVE,-,-,-
2051,POSITIVE,POSITIVE,-,-
2052,POSITIVE,-,-,-
2053,POSITIVE,-,POSITIVE,-
2054,POSITIVE,POSITIVE,-,-
2055,POSITIVE,-,-,-
2056,NEGATIVE,-,-,-
2057,POSITIVE,-,POSITIVE,-
2058,POSITIVE,POSITIVE,-,-
2059,NEGATIVE,-,-,NEGATIVE
2060,POSITIVE,-,-,-
2061,POSITIVE,-,NEGATIVE,POSITIVE
2062,POSITIVE,POSITIVE,-,NEGATIVE
2063,POSITIVE,-,POSITIVE,NEGATIVE
2064,NEGATIVE,-,NEGATIVE,-
2065,POSITIVE,-,POSITIVE,-
2066,-,-,-,-
2067,POSITIVE,-,POSITIVE,-
2068,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE
2069,POSITIVE,-,-,-
2070,POSITIVE,-,-,-
2071,POSITIVE,-,-,POSITIVE
2072,POSITIVE,-,POSITIVE,-
2073,POSITIVE,-,-,-
2074,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
2075,-,-,-,POSITIVE
2076,NEGATIVE,-,NEGATIVE,POSITIVE
2077,POSITIVE,-,-,-
2078,POSITIVE,-,-,-
2079,POSITIVE,-,-,-
2080,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2081,NEGATIVE,-,-,-
2082,POSITIVE,-,-,POSITIVE
2083,POSITIVE,-,-,-
2084,POSITIVE,-,NEGATIVE,POSITIVE
2085,NEGATIVE,POSITIVE,-,-
2086,POSITIVE,-,-,-
2087,POSITIVE,POSITIVE,POSITIVE,-
2088,POSITIVE,-,POSITIVE,-
2089,POSITIVE,-,NEGATIVE,-
2090,POSITIVE,-,POSITIVE,POSITIVE
2091,POSITIVE,-,NEGATIVE,POSITIVE
2092,POSITIVE,POSITIVE,-,POSITIVE
2093,POSITIVE,-,-,-
2094,POSITIVE,POSITIVE,POSITIVE,-
2095,NEGATIVE,-,-,-
2096,POSITIVE,-,-,POSITIVE
2097,POSITIVE,-,-,POSITIVE
2098,POSITIVE,-,-,-
2099,POSITIVE,-,-,-
2100,POSITIVE,-,-,NEGATIVE
2101,POSITIVE,-,-,-
2102,NEGATIVE,POSITIVE,-,POSITIVE
2103,NEGATIVE,-,NEGATIVE,-
2104,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
2105,POSITIVE,POSITIVE,-,-
2106,POSITIVE,POSITIVE,POSITIVE,-
2107,NEGATIVE,-,NEGATIVE,NEGATIVE
2108,NEGATIVE,-,-,-
2109,NEGATIVE,-,POSITIVE,-
2110,POSITIVE,-,-,-
2111,POSITIVE,-,-,POSITIVE
2112,POSITIVE,-,-,-
2113,POSITIVE,-,POSITIVE,-
2114,POSITIVE,POSITIVE,-,POSITIVE
2115,POSITIVE,-,-,-
2116,NEGATIVE,-,POSITIVE,-
2117,NEGATIVE,-,-,-
2118,NEGATIVE,-,-,-
2119,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
2120,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE
2121,POSITIVE,-,POSITIVE,POSITIVE
2122,POSITIVE,POSITIVE,-,POSITIVE
2123,NEGATIVE,-,-,-
2124,NEGATIVE,-,-,-
2125,POSITIVE,-,POSITIVE,-
2126,POSITIVE,-,POSITIVE,POSITIVE
2127,POSITIVE,NEGATIVE,-,POSITIVE
2128,NEGATIVE,-,-,-
2129,POSITIVE,POSITIVE,POSITIVE,-
2130,POSITIVE,NEGATIVE,-,-
2131,POSITIVE,-,-,NEGATIVE
2132,POSITIVE,-,POSITIVE,-
2133,POSITIVE,POSITIVE,-,-
2134,POSITIVE,POSITIVE,-,POSITIVE
2135,NEGATIVE,POSITIVE,-,NEGATIVE
2136,POSITIVE,-,-,-
2137,POSITIVE,POSITIVE,POSITIVE,-
2138,POSITIVE,-,-,-
2139,POSITIVE,POSITIVE,-,NEGATIVE
2140,POSITIVE,-,-,-
2141,POSITIVE,-,POSITIVE,-
2142,NEGATIVE,-,-,-
2143,POSITIVE,-,-,-
2144,POSITIVE,-,-,-
2145,-,NEGATIVE,POSITIVE,POSITIVE
2146,POSITIVE,POSITIVE,-,-
2147,POSITIVE,-,-,-
2148,POSITIVE,POSITIVE,POSITIVE,-
2149,POSITIVE,-,POSITIVE,POSITIVE
2150,POSITIVE,POSITIVE,-,-
2151,POSITIVE,POSITIVE,-,POSITIVE
2152,NEGATIVE,-,NEGATIVE,-
2153,POSITIVE,-,-,-
2154,NEGATIVE,-,-,-
2155,NEGATIVE,-,-,-
2156,POSITIVE,-,-,-
2157,POSITIVE,-,NEGATIVE,-
2158,POSITIVE,POSITIVE,-,POSITIVE
2159,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2160,POSITIVE,POSITIVE,POSITIVE,-
2161,NEGATIVE,-,POSITIVE,-
2162,POSITIVE,-,-,NEGATIVE
2163,POSITIVE,-,-,-
2164,POSITIVE,-,-,-
2165,POSITIVE,POSITIVE,POSITIVE,-
2166,POSITIVE,POSITIVE,POSITIVE,-
2167,POSITIVE,POSITIVE,-,POSITIVE
2168,POSITIVE,-,POSITIVE,-
2169,POSITIVE,-,-,-
2170,POSITIVE,-,-,-
2171,NEGATIVE,-,-,NEGATIVE
2172,-,-,-,-
2173,POSITIVE,POSITIVE,NEGATIVE,-
2174,POSITIVE,-,-,-
2175,NEGATIVE,-,-,POSITIVE
2176,POSITIVE,POSITIVE,-,POSITIVE
2177,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
2178,POSITIVE,POSITIVE,-,POSITIVE
2179,POSITIVE,-,-,-
2180,POSITIVE,-,-,POSITIVE
2181,POSITIVE,-,-,POSITIVE
2182,NEGATIVE,-,-,-
2183,POSITIVE,POSITIVE,-,-
2184,NEGATIVE,NEGATIVE,POSITIVE,-
2185,POSITIVE,POSITIVE,-,POSITIVE
2186,POSITIVE,POSITIVE,-,-
2187,NEGATIVE,NEGATIVE,-,-
2188,POSITIVE,-,POSITIVE,-
2189,POSITIVE,-,-,POSITIVE
2190,POSITIVE,POSITIVE,POSITIVE,-
2191,POSITIVE,-,NEGATIVE,POSITIVE
2192,POSITIVE,-,-,-
2193,POSITIVE,-,-,NEGATIVE
2194,POSITIVE,POSITIVE,-,POSITIVE
2195,POSITIVE,-,-,-
2196,POSITIVE,-,-,-
2197,POSITIVE,-,-,POSITIVE
2198,POSITIVE,-,-,-
2199,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
2200,POSITIVE,POSITIVE,-,POSITIVE
2201,POSITIVE,POSITIVE,-,POSITIVE
2202,POSITIVE,POSITIVE,POSITIVE,-
2203,POSITIVE,-,POSITIVE,-
2204,POSITIVE,-,-,-
2205,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2206,NEGATIVE,POSITIVE,NEGATIVE,-
2207,NEGATIVE,-,-,-
2208,POSITIVE,-,NEGATIVE,POSITIVE
2209,POSITIVE,-,-,-
2210,POSITIVE,-,-,-
2211,POSITIVE,POSITIVE,POSITIVE,-
2212,POSITIVE,POSITIVE,-,-
2213,POSITIVE,-,POSITIVE,-
2214,NEGATIVE,-,-,-
2215,NEGATIVE,-,-,-
2216,POSITIVE,-,POSITIVE,-
2217,POSITIVE,-,-,NEGATIVE
2218,POSITIVE,POSITIVE,-,-
2219,POSITIVE,-,-,-
2220,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2221,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2222,POSITIVE,-,-,-
2223,NEGATIVE,-,-,-
2224,POSITIVE,POSITIVE,-,POSITIVE
2225,POSITIVE,-,-,-
2226,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE
2227,-,POSITIVE,-,-
2228,POSITIVE,-,-,-
2229,POSITIVE,-,NEGATIVE,-
2230,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2231,NEGATIVE,-,-,-
2232,POSITIVE,-,POSITIVE,-
2233,POSITIVE,POSITIVE,-,-
2234,POSITIVE,-,POSITIVE,POSITIVE
2235,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2236,NEGATIVE,POSITIVE,POSITIVE,-
2237,POSITIVE,-,-,-
2238,POSITIVE,-,-,-
2239,NEGATIVE,POSITIVE,POSITIVE,-
2240,POSITIVE,-,POSITIVE,-
2241,NEGATIVE,-,-,-
2242,POSITIVE,-,POSITIVE,NEGATIVE
2243,POSITIVE,-,-,-
2244,NEGATIVE,-,-,POSITIVE
2245,POSITIVE,-,-,-
2246,POSITIVE,-,-,-
2247,NEGATIVE,-,-,NEGATIVE
2248,NEGATIVE,-,POSITIVE,-
2249,POSITIVE,-,-,-
2250,POSITIVE,-,-,POSITIVE
2251,POSITIVE,-,POSITIVE,-
2252,NEGATIVE,-,NEGATIVE,NEGATIVE
2253,POSITIVE,-,POSITIVE,POSITIVE
2254,NEGATIVE,-,-,NEGATIVE
2255,POSITIVE,-,-,POSITIVE
2256,NEGATIVE,-,-,-
2257,POSITIVE,-,-,-
2258,POSITIVE,-,-,POSITIVE
2259,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
2260,POSITIVE,POSITIVE,-,-
2261,POSITIVE,POSITIVE,-,POSITIVE
2262,POSITIVE,-,-,-
2263,POSITIVE,POSITIVE,-,-
2264,POSITIVE,NEGATIVE,-,-
2265,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
2266,POSITIVE,-,-,POSITIVE
2267,POSITIVE,-,-,-
2268,POSITIVE,POSITIVE,NEGATIVE,-
2269,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2270,NEGATIVE,-,-,-
2271,NEGATIVE,-,NEGATIVE,-
2272,POSITIVE,-,-,POSITIVE
2273,POSITIVE,POSITIVE,-,POSITIVE
2274,NEGATIVE,POSITIVE,-,-
2275,POSITIVE,-,NEGATIVE,POSITIVE
2276,POSITIVE,-,POSITIVE,-
2277,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2278,NEGATIVE,-,-,-
2279,POSITIVE,-,-,-
2280,NEGATIVE,-,NEGATIVE,NEGATIVE
2281,NEGATIVE,-,-,-
2282,POSITIVE,-,POSITIVE,POSITIVE
2283,NEGATIVE,-,NEGATIVE,-
2284,POSITIVE,POSITIVE,-,-
2285,NEGATIVE,NEGATIVE,-,-
2286,POSITIVE,-,-,POSITIVE
2287,POSITIVE,-,-,-
2288,POSITIVE,-,POSITIVE,POSITIVE
2289,NEGATIVE,POSITIVE,NEGATIVE,-
2290,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE
2291,POSITIVE,POSITIVE,POSITIVE,-
2292,POSITIVE,POSITIVE,POSITIVE,-
2293,POSITIVE,POSITIVE,-,-
2294,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE
2295,POSITIVE,-,-,-
2296,POSITIVE,-,-,-
2297,POSITIVE,-,-,-
2298,POSITIVE,-,-,POSITIVE
2299,POSITIVE,-,-,POSITIVE
2300,NEGATIVE,-,-,-
2301,POSITIVE,-,-,NEGATIVE
2302,NEGATIVE,-,-,-
2303,POSITIVE,-,-,-
2304,POSITIVE,-,-,-
2305,POSITIVE,-,POSITIVE,-
2306,POSITIVE,-,-,-
2307,NEGATIVE,-,-,-
2308,POSITIVE,-,-,-
2309,POSITIVE,-,-,POSITIVE
2310,POSITIVE,-,-,-
2311,POSITIVE,POSITIVE,-,-
2312,POSITIVE,-,-,-
2313,POSITIVE,-,-,-
2314,NEGATIVE,POSITIVE,-,NEGATIVE
2315,NEGATIVE,-,NEGATIVE,NEGATIVE
2316,POSITIVE,POSITIVE,-,-
2317,POSITIVE,-,POSITIVE,POSITIVE
2318,POSITIVE,-,NEGATIVE,POSITIVE
2319,POSITIVE,-,POSITIVE,-
2320,POSITIVE,POSITIVE,-,-
2321,POSITIVE,POSITIVE,-,POSITIVE
2322,NEGATIVE,-,NEGATIVE,-
2323,NEGATIVE,-,POSITIVE,-
2324,POSITIVE,POSITIVE,-,POSITIVE
2325,POSITIVE,-,-,-
2326,POSITIVE,-,-,POSITIVE
2327,-,POSITIVE,POSITIVE,-
2328,POSITIVE,-,POSITIVE,-
2329,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2330,POSITIVE,-,-,-
2331,POSITIVE,-,-,-
2332,NEGATIVE,-,POSITIVE,-
2333,POSITIVE,POSITIVE,-,-
2334,POSITIVE,-,-,-
2335,POSITIVE,-,POSITIVE,POSITIVE
2336,NEGATIVE,-,-,-
2337,POSITIVE,-,-,-
2338,POSITIVE,-,POSITIVE,-
2339,POSITIVE,-,-,-
2340,POSITIVE,NEGATIVE,-,-
2341,POSITIVE,-,POSITIVE,-
2342,NEGATIVE,-,NEGATIVE,-
2343,POSITIVE,POSITIVE,POSITIVE,-
2344,POSITIVE,-,-,-
2345,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2346,POSITIVE,POSITIVE,NEGATIVE,-
2347,POSITIVE,-,-,-
2348,POSITIVE,-,-,-
2349,POSITIVE,-,NEGATIVE,POSITIVE
2350,POSITIVE,-,NEGATIVE,POSITIVE
2351,-,POSITIVE,-,POSITIVE
2352,POSITIVE,POSITIVE,-,POSITIVE
2353,NEGATIVE,-,-,-
2354,POSITIVE,POSITIVE,POSITIVE,-
2355,NEGATIVE,POSITIVE,POSITIVE,-
2356,NEGATIVE,-,NEGATIVE,-
2357,POSITIVE,-,-,POSITIVE
2358,POSITIVE,-,POSITIVE,-
2359,POSITIVE,POSITIVE,POSITIVE,-
2360,POSITIVE,-,-,-
2361,POSITIVE,-,-,-
2362,NEGATIVE,-,NEGATIVE,-
2363,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2364,POSITIVE,POSITIVE,-,-
2365,POSITIVE,-,-,POSITIVE
2366,POSITIVE,-,NEGATIVE,-
2367,POSITIVE,-,-,-
2368,POSITIVE,-,-,-
2369,POSITIVE,-,-,-
2370,POSITIVE,-,-,-
2371,POSITIVE,-,-,-
2372,POSITIVE,-,-,-
2373,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE
2374,POSITIVE,POSITIVE,-,-
2375,POSITIVE,POSITIVE,-,POSITIVE
2376,POSITIVE,-,-,-
2377,POSITIVE,NEGATIVE,-,-
2378,POSITIVE,-,POSITIVE,-
2379,POSITIVE,-,POSITIVE,NEGATIVE
2380,POSITIVE,-,-,POSITIVE
2381,NEGATIVE,POSITIVE,NEGATIVE,-
2382,POSITIVE,-,-,-
2383,NEGATIVE,-,NEGATIVE,NEGATIVE
2384,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
2385,POSITIVE,-,-,-
2386,POSITIVE,-,-,-
2387,POSITIVE,-,-,NEGATIVE
2388,POSITIVE,-,-,-
2389,POSITIVE,-,-,POSITIVE
2390,POSITIVE,POSITIVE,POSITIVE,-
2391,POSITIVE,-,-,NEGATIVE
2392,POSITIVE,-,POSITIVE,POSITIVE
2393,POSITIVE,POSITIVE,-,POSITIVE
2394,NEGATIVE,-,POSITIVE,-
2395,POSITIVE,-,POSITIVE,-
2396,NEGATIVE,-,NEGATIVE,-
2397,NEGATIVE,-,NEGATIVE,POSITIVE
2398,POSITIVE,-,-,-
2399,POSITIVE,-,POSITIVE,-
2400,POSITIVE,-,-,POSITIVE
2401,POSITIVE,POSITIVE,-,POSITIVE
2402,POSITIVE,-,-,NEGATIVE
2403,NEGATIVE,-,-,NEGATIVE
2404,POSITIVE,-,-,-
2405,POSITIVE,-,POSITIVE,-
2406,POSITIVE,POSITIVE,POSITIVE,-
2407,POSITIVE,POSITIVE,POSITIVE,-
2408,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
2409,NEGATIVE,-,POSITIVE,-
2410,POSITIVE,-,NEGATIVE,NEGATIVE
2411,NEGATIVE,-,-,-
2412,POSITIVE,POSITIVE,-,-
2413,POSITIVE,-,-,NEGATIVE
2414,POSITIVE,NEGATIVE,-,-
2415,NEGATIVE,-,-,POSITIVE
2416,POSITIVE,-,-,-
2417,POSITIVE,-,-,POSITIVE
2418,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2419,POSITIVE,-,NEGATIVE,POSITIVE
2420,POSITIVE,-,NEGATIVE,-
2421,POSITIVE,-,POSITIVE,-
2422,NEGATIVE,-,NEGATIVE,NEGATIVE
2423,POSITIVE,POSITIVE,-,-
2424,POSITIVE,POSITIVE,POSITIVE,-
2425,NEGATIVE,-,POSITIVE,POSITIVE
2426,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2427,NEGATIVE,-,-,-
2428,POSITIVE,-,-,-
2429,POSITIVE,NEGATIVE,-,-
2430,POSITIVE,-,-,POSITIVE
2431,NEGATIVE,-,-,-
2432,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE
2433,POSITIVE,-,-,NEGATIVE
2434,POSITIVE,POSITIVE,POSITIVE,-
2435,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
2436,POSITIVE,-,-,-
2437,NEGATIVE,-,-,POSITIVE
2438,NEGATIVE,NEGATIVE,-,-
2439,NEGATIVE,-,-,NEGATIVE
2440,NEGATIVE,-,POSITIVE,NEGATIVE
2441,POSITIVE,-,NEGATIVE,-
2442,NEGATIVE,NEGATIVE,-,-
2443,NEGATIVE,-,POSITIVE,POSITIVE
2444,POSITIVE,POSITIVE,-,POSITIVE
2445,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2446,POSITIVE,-,-,-
2447,NEGATIVE,-,NEGATIVE,-
2448,POSITIVE,POSITIVE,-,POSITIVE
2449,POSITIVE,-,POSITIVE,-
2450,POSITIVE,POSITIVE,POSITIVE,-
2451,POSITIVE,-,NEGATIVE,-
2452,POSITIVE,-,POSITIVE,-
2453,POSITIVE,POSITIVE,POSITIVE,-
2454,POSITIVE,POSITIVE,-,-
2455,POSITIVE,-,POSITIVE,-
2456,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2457,POSITIVE,-,-,POSITIVE
2458,POSITIVE,POSITIVE,POSITIVE,-
2459,POSITIVE,-,-,-
2460,POSITIVE,-,-,-
2461,POSITIVE,POSITIVE,NEGATIVE,-
2462,POSITIVE,-,NEGATIVE,-
2463,NEGATIVE,-,-,POSITIVE
2464,POSITIVE,-,-,-
2465,POSITIVE,POSITIVE,POSITIVE,-
2466,POSITIVE,POSITIVE,-,-
2467,POSITIVE,NEGATIVE,-,-
2468,NEGATIVE,POSITIVE,POSITIVE,-
2469,POSITIVE,-,-,-
2470,NEGATIVE,-,-,-
2471,NEGATIVE,-,-,-
2472,POSITIVE,POSITIVE,-,-
2473,POSITIVE,-,-,-
2474,NEGATIVE,-,-,NEGATIVE
2475,POSITIVE,-,POSITIVE,-
2476,POSITIVE,-,-,-
2477,NEGATIVE,-,POSITIVE,-
2478,NEGATIVE,POSITIVE,POSITIVE,-
2479,POSITIVE,NEGATIVE,-,-
2480,NEGATIVE,-,-,-
2481,NEGATIVE,NEGATIVE,-,NEGATIVE
2482,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE
2483,POSITIVE,-,-,POSITIVE
2484,POSITIVE,-,POSITIVE,-
2485,POSITIVE,-,-,-
2486,POSITIVE,-,POSITIVE,-
2487,NEGATIVE,POSITIVE,-,-
2488,NEGATIVE,-,-,-
2489,POSITIVE,-,-,-
2490,POSITIVE,POSITIVE,POSITIVE,-
2491,POSITIVE,-,-,-
2492,POSITIVE,-,-,-
2493,NEGATIVE,-,-,POSITIVE
2494,NEGATIVE,-,-,-
2495,NEGATIVE,POSITIVE,POSITIVE,-
2496,POSITIVE,-,-,-
2497,NEGATIVE,-,-,NEGATIVE
2498,NEGATIVE,-,-,-
2499,POSITIVE,-,-,-
2500,NEGATIVE,-,-,NEGATIVE
2501,NEGATIVE,POSITIVE,-,POSITIVE
2502,POSITIVE,POSITIVE,-,POSITIVE
2503,NEGATIVE,-,NEGATIVE,-
2504,POSITIVE,-,-,POSITIVE
2505,POSITIVE,POSITIVE,-,POSITIVE
2506,NEGATIVE,-,-,NEGATIVE
2507,POSITIVE,-,POSITIVE,NEGATIVE
2508,POSITIVE,-,POSITIVE,POSITIVE
2509,POSITIVE,-,-,-
2510,POSITIVE,POSITIVE,-,-
2511,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE
2512,NEGATIVE,-,NEGATIVE,NEGATIVE
2513,POSITIVE,POSITIVE,-,NEGATIVE
2514,POSITIVE,POSITIVE,-,-
2515,NEGATIVE,-,NEGATIVE,NEGATIVE
2516,POSITIVE,-,-,POSITIVE
2517,POSITIVE,-,NEGATIVE,POSITIVE
2518,POSITIVE,-,NEGATIVE,POSITIVE
2519,POSITIVE,POSITIVE,-,-
2520,NEGATIVE,POSITIVE,POSITIVE,POSITIVE
2521,POSITIVE,-,-,-
2522,POSITIVE,-,POSITIVE,NEGATIVE
2523,POSITIVE,-,POSITIVE,-
2524,POSITIVE,-,POSITIVE,-
2525,POSITIVE,-,-,POSITIVE
2526,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2527,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
2528,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE
2529,NEGATIVE,-,-,-
2530,-,POSITIVE,-,-
2531,POSITIVE,-,POSITIVE,NEGATIVE
2532,NEGATIVE,-,NEGATIVE,POSITIVE
2533,NEGATIVE,-,-,-
2534,NEGATIVE,-,POSITIVE,POSITIVE
2535,POSITIVE,-,POSITIVE,-
2536,NEGATIVE,-,-,NEGATIVE
2537,POSITIVE,-,POSITIVE,-
2538,NEGATIVE,-,NEGATIVE,-
2539,POSITIVE,POSITIVE,-,-
2540,NEGATIVE,-,-,-
2541,POSITIVE,POSITIVE,NEGATIVE,-
2542,NEGATIVE,-,-,-
2543,POSITIVE,-,POSITIVE,POSITIVE
2544,POSITIVE,-,-,-
2545,POSITIVE,-,-,-
2546,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2547,POSITIVE,-,-,-
2548,POSITIVE,-,-,-
2549,POSITIVE,-,NEGATIVE,-
2550,POSITIVE,-,-,-
2551,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2552,POSITIVE,POSITIVE,-,-
2553,NEGATIVE,POSITIVE,POSITIVE,-
2554,POSITIVE,POSITIVE,POSITIVE,-
2555,POSITIVE,-,-,POSITIVE
2556,POSITIVE,POSITIVE,-,-
2557,POSITIVE,-,POSITIVE,-
2558,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2559,NEGATIVE,-,-,-
2560,POSITIVE,-,-,-
2561,POSITIVE,POSITIVE,-,POSITIVE
2562,POSITIVE,-,-,POSITIVE
2563,POSITIVE,-,-,-
2564,POSITIVE,-,-,-
2565,POSITIVE,-,-,-
2566,POSITIVE,-,NEGATIVE,POSITIVE
2567,POSITIVE,POSITIVE,-,-
